accommodate	آپ تم تم ٹھہرو تم ٹھہرو گی تم ٹھہرو گے تو تو ٹھہرے تو ٹھہرے گا تو ٹھہرے گی میں میں ٹھہروں میں ٹھہروں گا میں ٹھہروں گی وہ وہ ٹھہریں وہ ٹھہریں گی وہ ٹھہریں گے وہ ٹھہرے وہ ٹھہرے گا وہ ٹھہرے گی ٹَھہَرْنا ٹھہر ٹھہر رہا تھا ٹھہر رہا ہو ٹھہر رہا ہو گا ٹھہر رہا ہوتا ٹھہر رہا ہوں ٹھہر رہا ہوں گا ٹھہر رہا ہے ٹھہر رہی تھی ٹھہر رہی تھیں ٹھہر رہی ہو ٹھہر رہی ہو گی ٹھہر رہی ہوتی ٹھہر رہی ہوں ٹھہر رہی ہوں گی ٹھہر رہی ہیں ٹھہر رہی ہے ٹھہر رہے تھے ٹھہر رہے ہو ٹھہر رہے ہو گے ٹھہر رہے ہوتے ٹھہر رہے ہوں ٹھہر رہے ہوں گے ٹھہر رہے ہیں ٹھہر کر، ٹھہر کے ٹھہرا تھا ٹھہرا ہو ٹھہرا ہو گا ٹھہرا ہوتا ٹھہرا ہوں ٹھہرا ہوں گا ٹھہرا ہے ٹھہرتا ٹھہرتا تھا ٹھہرتا ہو ٹھہرتا ہو گا ٹھہرتا ہوتا ٹھہرتا ہوں ٹھہرتا ہوں گا ٹھہرتا ہے ٹھہرتی ٹھہرتی تھی ٹھہرتی تھیں ٹھہرتی ہو ٹھہرتی ہو گی ٹھہرتی ہوتی ٹھہرتی ہوں ٹھہرتی ہوں گی ٹھہرتی ہیں ٹھہرتی ہے ٹھہرتے ٹھہرتے تھے ٹھہرتے ہو ٹھہرتے ہو گے ٹھہرتے ہوتے ٹھہرتے ہوں ٹھہرتے ہوں گے ٹھہرتے ہیں ٹھہرنا ٹھہرنے ٹھہرنے والا ٹھہرو ٹھہری ٹھہری تھی ٹھہری تھیں ٹھہری ہو ٹھہری ہو گی ٹھہری ہوتی ٹھہری ہوں ٹھہری ہوں گی ٹھہری ہیں ٹھہری ہے ٹھہریں، ٹھہرئے ٹھہرے ٹھہرے تھے ٹھہرے ہو ٹھہرے ہو گے ٹھہرے ہوتے ٹھہرے ہوں ٹھہرے ہوں گے ٹھہرے ہیں ہم ہم ٹھہریں ہم ٹھہریں گی ہم ٹھہریں گے یہ ठहरना
accomplished	ادا ادائیں अदा अदाएँ
accomplishment	اتمام اِتْمام इत्माम
accord	اتحاد اتحادو اتحادوں اتفاق رائے اِتِّحاد رضا इत्तिफ़ाक़-ए-राय इत्तिहाद रज़ा
accordance	اتفاق اِتِّفاق इत्तिफ़ाक़
accordant	سمان समान
account	حساب حِساب حِسابو حِسابوں کھاتا کھاتو کھاتوں کھاتے खाता हिसाब
accountability	احتساب
accountant	محاسب مُحاسِب मुहासिब
accuracy	سچائی सच्चाई
accurate	درست دُرُسْت صحیح صَحِیح ٹھیک ठीक दुरुस्त सही सहीह
accusation	دوش دوشو دوشوں दोष
accustomed	عادی आदी
ace	احسن
ache	درد پیڑا کسک कसक दर्द पीड़ा
achieved	اپلبدھ उपलब्ध
acid	تیزآب تیزاب تیزابو تیزابوں तेज़ाब
acidity	کَڑْوَا پَن کڑوا پن کھٹائی कड़वापन खटाई
acknowledgement	پرتِگّیا پرتِگّیاؤ پرتِگّیاؤں پرتِگّیائیں پرتگیا प्रतिज्ञा
acknowledgment	اقرار دھنیہ واد इक़रार धन्यवाद
acquaintance	ملاقات پرچی परिचय मुलाक़ात
acquired	ارجت अर्जित
acrid	چرپرا चरपरा
act	اداکاری کرنا فعل کریا क्रिया
acting	اداکاری
action	عمل ـکار فعل کار کاریہ کام کریا अमल काम कार कार्य क्रिया
active	برق بَرْق سرگرم گرم गर्म बर्क़ सरगर्म
activity	گتودھ गतिविधि
actor	اداکار اداکارو اداکاروں اداکاریں अदाकार
actress	اداکارہ अदाकारा
actual	اصلی असली
actually	اصل میں اصلاً یوں असल में अस्लन यूँ यों
acute	ذَہِین ذہین ज़हीन
adage	کہاوت कहावत
adamant	الماس अलमास
add	اضافہ کرنا इज़ाफ़ा कर्ना
addendum	اضافہ اِضافَہ इज़ाफ़ा
addicted	عادی आदी
addition	اضافہ افزائش افزائشو افزائشوں افزائشیں اِضافَہ इज़ाफ़ा
additional	اضافی इज़ाफ़ी
address	پتہ पता
adequacy	یوگیتا یوگیتو योग्यता योग्यत्व
adequate	الم अलम्
adherence	استقامت استواری इस्तिक़ामत उस्तुवारी
adhesion	اتصال اِتِّصال इत्तिसाल
adjacency	اتصال اِتِّصال इत्तिसाल
adjacent	برابر बराबर
adjective	بشیشن بشیشنو بشیشنوں صفات صفت बिशेषण सिफ़त सिफ़ात
adjoin	اضافہ کرنا इज़ाफ़ा कर्ना
adjournment	تعطیل ततील
administration	انتظامیہ اِنْتِظامِیَہ راج راجـ سیاست ـراج इंतिज़ामिया राज सियासत
administrative	انتظامی اِنْتِظامی इंतिज़ामी
administrator	منتظم منتظمو منتظموں مُنْتَظِم मुंतज़िम
admiration	آدر تعریف आदर तारीफ़
admission	داخلہ داخِلو داخِلوں داخِلَہ داخِلہ داخِلے दाख़िला
admittance	داخلہ داخِلو داخِلوں داخِلَہ داخِلہ داخِلے दाख़िला
adolescence	جوانی जवानी
adopt	اختیار کرنا
adopted	فرضی फ़र्ज़ी
adoption	اختیار گود इख़्तियार गोद
adoration	بھکتی بھکتیاں بھکتیو بھکتیوں भक्ति भक्ती
adorer	بھکت بھکتو بھکتوں پرستار भक्त
adorned	النکرت अलंकृत
adornment	النکار अलंकार
adulterated	کھوٹا खोटा
adultery	زنا ज़िना
advance	آپ اتھان اُتّھان اُتّھانو اُتّھانوں بڑھ بڑھ رہا تھا بڑھ رہا ہو بڑھ رہا ہو گا بڑھ رہا ہوتا بڑھ رہا ہوں بڑھ رہا ہوں گا بڑھ رہا ہے بڑھ رہی تھی بڑھ رہی تھیں بڑھ رہی ہو بڑھ رہی ہو گی بڑھ رہی ہو گے بڑھ رہی ہوتی بڑھ رہی ہوں بڑھ رہی ہوں گی بڑھ رہی ہوں گے بڑھ رہی ہیں بڑھ رہی ہے بڑھ رہے تھے بڑھ رہے ہو بڑھ رہے ہو گے بڑھ رہے ہوتے بڑھ رہے ہوں بڑھ رہے ہوں گے بڑھ رہے ہیں بڑھ کر، بڑھ کے بڑھؤ بڑھئی بڑھئی تھی بڑھئی تھیں بڑھئی ہو بڑھئی ہو گی بڑھئی ہوتی بڑھئی ہوں بڑھئی ہوں گی بڑھئی ہیں بڑھئی ہے بڑھئیں، بڑھئیے بڑھئے بڑھئے تھے بڑھئے ہو بڑھئے ہو گے بڑھئے ہوتے بڑھئے ہوں بڑھئے ہوں گے بڑھئے ہیں بڑھتا بڑھتا تھا بڑھتا ہو بڑھتا ہو گا بڑھتا ہوتا بڑھتا ہوں بڑھتا ہوں گا بڑھتا ہے بڑھتی بڑھتی تھی بڑھتی تھیں بڑھتی ہو بڑھتی ہو گی بڑھتی ہوتی بڑھتی ہوں بڑھتی ہوں گی بڑھتی ہیں بڑھتی ہے بڑھتے بڑھتے تھے بڑھتے ہو بڑھتے ہو گے بڑھتے ہوتے بڑھتے ہوں بڑھتے ہوں گے بڑھتے ہیں بڑھنا بڑھنے بڑھنے والا بڑھیا بڑھیا تھا بڑھیا ہو بڑھیا ہو گا بڑھیا ہوتا بڑھیا ہوں بڑھیا ہوں گا بڑھیا ہے تم تم بڑھؤ تم بڑھؤ گی تم بڑھؤ گے تو تو بڑھئے تو بڑھئے گا تو بڑھئے گی میں میں بڑھؤں میں بڑھؤں گا میں بڑھؤں گی وہ وہ بڑھئیں وہ بڑھئیں گی وہ بڑھئیں گے وہ بڑھئے وہ بڑھئے گا وہ بڑھئے گی ہم ہم بڑھئیں ہم بڑھئیں گی ہم بڑھئیں گے یہ उत्थान बढ़ना
advancement	آبادانی आबादानी
advantage	فائدہ فایدہ لابھ फ़ाइदा फ़ायदा लाभ
adventitious	اتفاقی اضافی इज़ाफ़ी
adventurer	جوکھمی जोखिमी
adversary	شترو शत्रु
adversity	آفت आफ़त
advertise	اطلاع دینا इत्तेला देना
advertisement	اشتہار इश्तहार
advertising	اشتہار بازی इश्तहार बाज़ी
advice	رائے राय
advocate	پکشی पक्षी
affable	ملنسار
affair	بات باتو باتوں باتیں مسئلہ معاملہ گل गल गिल गुल बात मसला मामला
affect	اثر ڈالنا असर डालना
affection	اپدهان اپدهانو اپدهانوں دیا محبت محبتو محبتوں محبتیں مَہر مَہَر مُحَبَّت مُہر مِہر مِہِر مہر کام उपधान काम दया दिया महर मिहर मिहिर मुहब्बत मुहर मेहर मोहब्बत मोहर
affectionate	شفیق شَفِیق مہربان शफ़ीक़
affiliation	سمبندھ सम्बन्ध
affirmative	اثباتی اِثْباتی इस्बाती
affix	اضافہ اِضافَہ इज़ाफ़ा
afflict	اذیت دینا अज़ियत देना
afflicted	مبتلا मुबतलन
afflicting	بهنجك भंजक
affliction	بلا بلاؤ بلاؤں بلائیں بلّا بلّو بلّوں بلّے بَلّا بُلا بُلو بُلوں بُلے بِلا بِلو بِلوں بِلے تَکْلِیف تکلیف تکلیفو تکلیفوں تکلیفیں درد روگ روگو روگوں پیڑا तकलीफ़ दर्द पीड़ा बला बल्ला बिल्ला बुल्ला रोग
affluence	ثروت
affluent	دھنی धनी
afghan	افغان अफ़्ग़ान
afghanistan	قرہ باغ قَرَہ باغ क़राबाग़
afraid	سہمناک सहमनाक
afresh	ازسرنو अज़सारेनौ
aftereffect	اثر مابعد
age	آربل آیو ایام دور زمانہ عالم عالَم عالِم یوم आयु आरबल आलम आलिम ज़माना दूर दौर यौम
aged	بوڑھا معمر مُعَمَّر مُعَمَّرَہ مُعَمَّرِین مُعْمَر बूढ़ा मुअम्मर मो'मर
agency	ذریعہ ذَرِیعَہ ज़रिया
agent	ایجنٹ ایجنٹو ایجنٹوں एजेंट
agitate	اشتعال بازی کرنا
agitation	اشتعال इश्तेआल
agni	اگنی अग्नि
agonising	اذیت خیز अज़ियत ख़ेज़
agony	اذیت अज़ियत
agree	اتفاق کرنا इत्तिफ़ाक़ करना
agreeable	سوادو سْوادُو میٹھا پیارا प्यारा मीठा स्वादु
agreed	یَگانَہ یگانہ यगाना
agreement	اتحاد اتحادو اتحادوں اتفاق اقرار اِتِّحاد اِتِّفاق رضا وفاق وِفاق پَیج پَیجو پَیجوں پَیجیں پیج پیمان इक़रार इत्तिफ़ाक़ इत्तिहाद पैज पैमान रज़ा विफ़ाक़
agriculturist	اسامی
ahead	آگے आगे
aid	امداد مدد مَدَدْ इमदाद मदद
aim	ارادہ اسرار اچها سر نشانو نشانوں نشانہ نشانے इच्छा इरादा निशाना सर सिर सिर्र सुर
air	آکاش اسرار سر مَہر مَہَر مُہر مِہر مِہِر مہر وایو ہوا ہواؤ ہواؤں ہوائیں ہَوَا ہُوا आकाश महर मिहर मिहिर मुहर मेहर मोहर वायु सर सिर सिर्र सुर हवा हुआ
aircraft	ومان ہوائی جہاز विमान हवाई जहाज़
airfield	ومانتل विमानतल
airliner	ومان विमान
airplane	ومان ہوائی جہاز विमान हवाई जहाज़
airport	ومانتل ہوائی اڈہ ہَوائی اَڈَّہ विमानतल हवाई अड्डा
airs	نخرا نَخْرا نَخْرو نَخْروں نَخْرے नख़रा
ajar	ادھ کھلا अध खुला
alacrity	شوق شَوْق شَوْقو شَوْقوں शौक़
alarm	بَھگْدَڑ بھگدڑ بھگدڑو بھگدڑوں بھگدڑیں دہشت ڈر डर दहशत भगदड़
albugo	پشپ پشپو پشپوں پُشْپ पुष्प
alcohol	دارو شراب شرابو شرابوں شرابیں مے दारु दारू मय शराब
alert	انتباہ انتباہو انتباہوں اِنْتِباہ برق بَرْق بیدار ساودھان سترک इंतिबाह बर्क़ सतर्क सावधान
alight	روشن رَوشَن रौशन
alike	سا سمان समान सा
alimony	مَہر مَہَر مُہر مِہر مِہِر مہر महर मिहर मिहिर मुहर मेहर मोहर
alive	زندہ ज़िंदा
alkali	اساس असास
alkaline	اساسی असासी
all	تمام تَمام سب وشوه کل कल किल कुल तमाम विश्व सब
allergy	الرجی الرجیاں الرجیو الرجیوں एलर्जी
alleyway	گلی گَلِی گَلِیاں گَلِیو گَلِیوں गली
alliance	اتحاد اتحادو اتحادوں اِتِّحاد مترائی इत्तिहाद मित्राई
allied	اتحادی इत्तिहादी
alligator	مگر گَھڑْیال گھڑیال घड़ियाल मगर
allowance	اذن رزق इज़न रिज़क़
allured	آکرشت आकर्षित
ally	ساتھی ساتھیو ساتھیوں متر مترو متروں پکشی पक्षी मित्र साथी
almond	بادام बादाम
almost	او اِو قریب قریب इव ओ क़रीब-क़रीब
alms	بِھیک بِھیکو بِھیکوں بھیک زَکات زکات زکوٰۃ زکوۃ ज़कात भीख
alone	اَکیلا اَکیلَا اَکیلی اَکیلے اکیلا اکیلے تنہا अकेला अकेले तनहा
also	بھی ہم ہم نے ہم کو ہمارا ہماری ہمارے ہمیں भी हम हमको हमने हमारा हमें
altercation	بباد बिबाद
alternate	دوسرا دوسرو دوسروں دوسری دوسرے दूसरा
altitude	ارتفاع
alum	شب शब शब्ब
always	ابداً سدا سنا نتیہ ہمیشہ अब्दन नित्य सदा सना हमेशा
amalgamation	آمیزش آمیزِش आमेज़िश
amatory	عشقیہ عشقیی عشقیے
amazed	حَیران حیران چَکِت چکت चकित हैरान
amazement	آشچریہ आश्चर्य
amazing	آشچریہ आश्चर्य
ambassador	راج راجـ ـراج राज
ambience	ماحول ماحَول माहौल
ambiguity	اشتباہ شبہہ इश्तिबाह शुबहा
ambiguous	اشتباہی इश्तिबाही
ambition	اچها دم इच्छा दम दुम
ambrosia	نوش
america	امریکا امریکہ अमरीका
amiable	ملنسار
amine	کَھانِی کَھانِیاں کَھانِیو کَھانِیوں کھانی खानि
ammunition	اسلحہ असलिहा
amount	انش تعداد تعدادو تعدادوں تعدادیں تَعْداد مان مقدار پٹل پٹلو پٹلوں अंश तादाद पटल मान मिक़दार
ample	بس بَس بَسو بَسوں بَسیں बस
amusement	تماشو تماشوں تماشہ تماشے تَماشَہ کیلِی کیلِیاں کیلِیو کیلِیوں کیلی केलि तमाशा
an	ا اـ ان انـ اِن इन
anal	گدا गुदा
analects	گلدستۂ تحریر गलदसत-ए-तहरेर
analyst	تجزیہ کار تجزیہ کارو تجزیہ کاروں تَجْزِیَہ کار तज्ज़िया कार
anathema	بددعا بددعاو بددعاوں بددعایں बद्दुआ
anatomy	کَٹی کٹی کٹیاں کٹیو کٹیوں कटि
anchorperson	میزبان मेज़बान
ancient	قدیم پر پرانا پَر क़दीम पर पुराना
anemic	پیلا पीला
angel	اسرار سر فرشتہ फ़रिश्ता फ़िरिश्ता सर सिर सिर्र सुर
anger	آتش آتِش آگ ابال اُبال بخار جھانجھ جھان٘جھ جھان٘جھو جھان٘جھوں جھان٘جھیں غصّہ غصہ غضب غَضَب غَضَبو غَضَبوں پت आग आतिश उबाल ग़ज़ब ग़ुस्सा झाँझ पित्त बुख़ार
angle	کس کس نے کس کا کس کو کسے کن کن کا کن کو کنھوں نے کنھیں کون کَون کُون کیا कून कोण कौन क्या
angry	روٹھا غضب غَضَب غَضَبو غَضَبوں گرم गर्म ग़ज़ब रूठा
anguish	پیڑا کشٹ कष्ट पीड़ा
animal	גַֹנָאוַור גַֹנָאוַור לוֹךּ גנאוור جانور جانورو جانوروں جانْوَر حیوان जानवर हैवान
anise	اجوائن अजवाइन
anisette	اجوائن کی شراب
anklet	ابرنجن ابرنجین اَبْرَنْجَن کڑا अब्रंजन अब्रंजीन कड़ा
annexation	اضافہ اِضافَہ قبضہ قَبْضَو قَبْضَوں قَبْضَہ قَبْضَے इज़ाफ़ा क़ब्ज़ा
annexed	مقبوضہ مقبوضی مقبوضے مَقْبُوضَہ मक़्बूज़ा
annihilated	ابھاو اَبھاو अभाव
anniversary	سالگرہ سالگرہو سالگرہوں سالگرہیں سالگِرَہ सालगिरह
annoyed	روٹھا रूठा
annulment	نسخ
anointer	مردنی مردنیا मर्दनिया मर्दनी मुर्दनी
anointing	مردن मर्दन मुर्दन
anonymous	گمنام گُمْنام गुमनाम
another	دوسرا دوسرو دوسروں دوسری دوسرے دیگر दीगर दूसरा
answer	اتر انواد اُتر جواب جَوَاب جَوَابو جَوَابوں अनुवाद उत्तर जवाब
ant	چینٹی चींटी
antarctica	انٹارکٹکا अंटार्कटिका
ante	ادائی अदाई
antelope	مرگ मर्ग मृग
anthem	ترانه तराना
antidote	اتار اُتار نوش उतार
antioch	انطاکیہ अन्ताकिया
antiquated	قدیم क़दीम
anus	چوت चूत
anxiety	اضطراب اندیشہ چنتا چِنْتا अंदेशा चिंता
any	کسی کوئی किसी कोई
anyway	خیر ख़ैर
apart	الگ الگ الگ انتر جدا جُدا अन्तर अलग अलग अलग जुदा
apartment	اطاق उताक़
apathetic	اداس اُدَاس उदास
apocalypse	کشف
apology	بنتی بنتیاں بنتیو بنتیوں بِنْتی बिनती
apostasy	ارتداد
apostle	فرشتہ फ़रिश्ता फ़िरिश्ता
apparently	بظاہر बज़ाहिर
apparition	آسیب سایو سایوں سایہ سایے سراب سرابو سرابوں پریت پریتو پریتوں چھایا आसेब छाया प्रेत सराब साय साया
appearance	آلوک دیدار روپ صورت صورتو صورتوں صورتیں صُورَت طلعت طَلْعَت پرکاش आलोक तलत दीदार प्रकाश रूप सूरत
appellation	اسم اِسْم असम इस्म
appendage	اضافہ اِضافَہ इज़ाफ़ा
appetite	اشتہا اِشْتِہَا ببھکشا بُبُھکْشَا بُبُھکْشَاؤ بُبُھکْشَاؤں بُبُھکْشَائیں بُھوک بُھوکو بُھوکوں بُھوکیں بھوک کشدھا کْشُدَھا کْشُدَھاؤ کْشُدَھاؤں کْشُدَھائیں इश्तिहा क्षुधा बुभुक्षा भूख
applause	تالی تالیاں تالیو تالیوں ताली
appliance	اسباب अस्बाब
applied	اطلاقی
appoint	آپ تم تم لگاو تم لگاو گی تم لگاو گے تو تو لگاے تو لگاے گا تو لگاے گی لگا لگا رہا تھا لگا رہا ہو لگا رہا ہو گا لگا رہا ہوتا لگا رہا ہوں لگا رہا ہوں گا لگا رہا ہے لگا رہی تھی لگا رہی تھیں لگا رہی ہو لگا رہی ہو گی لگا رہی ہوتی لگا رہی ہوں لگا رہی ہوں گی لگا رہی ہیں لگا رہی ہے لگا رہے تھے لگا رہے ہو لگا رہے ہو گے لگا رہے ہوتے لگا رہے ہوں لگا رہے ہوں گے لگا رہے ہیں لگا کر، لگا کے لگاا تھا لگاا ہو لگاا ہو گا لگاا ہوتا لگاا ہوں لگاا ہوں گا لگاا ہے لگاتا لگاتا تھا لگاتا ہو لگاتا ہو گا لگاتا ہوتا لگاتا ہوں لگاتا ہوں گا لگاتا ہے لگاتی لگاتی تھی لگاتی تھیں لگاتی ہو لگاتی ہو گی لگاتی ہوتی لگاتی ہوں لگاتی ہوں گی لگاتی ہیں لگاتی ہے لگاتے لگاتے تھے لگاتے ہو لگاتے ہو گے لگاتے ہوتے لگاتے ہوں لگاتے ہوں گے لگاتے ہیں لگانا لگانے لگانے والا لگاو لگای لگای تھی لگای تھیں لگای ہو لگای ہو گی لگای ہوتی لگای ہوں لگای ہوں گی لگای ہیں لگای ہے لگایں، لگائے لگاے لگاے تھے لگاے ہو لگاے ہو گے لگاے ہوتے لگاے ہوں لگاے ہوں گے لگاے ہیں میں میں لگاوں میں لگاوں گا میں لگاوں گی وہ وہ لگایں وہ لگایں گی وہ لگایں گے وہ لگاے وہ لگاے گا وہ لگاے گی ہم ہم لگایں ہم لگایں گی ہم لگایں گے یہ लगाना
appointment	تارِیخ تاریخ تاریخو تاریخوں تاریخیں तारीख़
apprehension	اندیشہ وچار چنتا چِنْتا ڈر अंदेशा चिंता डर विचार
apprise	اطلاع دینا इत्तेला देना
appropriate	درست دُرُسْت مناسب ٹھیک ठीक दुरुस्त मुनासिब
approval	رضا रज़ा
approving	راضی राज़ी
approximate	قریب क़रीब
approximately	قریب क़रीब
apricot	خوبانی زرد آلو ख़ूबानी ज़रदालू ज़र्दालू
april	اَپْرَیل اپریل अप्रैल
aptitude	استعداد اِسْتِعْداد इस्तेदाद
aquatic	آبی आबी
arab	یون یَوَن यवन
arabic	عربی अरबी
arc	دھنش چاپ کمان कमान चाप धनुष
arch	کمان कमान
archaic	کبھو کَبُھو कभू
archer	تیر انداز तीरंदाज़
archery	تیر اندازی तीरंदाज़ी
ardor	شوق شَوْق شَوْقو شَوْقوں शौक़
arduous	کٹھن कठिन
area	زمین زمینو زمینوں زمینیں زَمِین علاقہ इलाक़ा ज़मीन
argument	بباد बिबाद
aries	حمل
arisen	پیدا पैदा
aristotle	ارسطو اَرَسطُو अरस्तू
arithmetic	حساب حِساب حِسابو حِسابوں हिसाब
arm	اسلحہ असलिहा
armlet	انگد بازوبند अंगद बाज़ूबन्द
armor	سلاح सिला
armpit	بغل بَغَل بَغَلو بَغَلوں بَغَلیں बग़ल
arms	سلاح सिला
army	جیش جیوش فوج فوجو فوجوں فوجیں जैश फ़ौज
aroma	خوشبو ख़ुशबू
around	آس پاس ارد گرد کے بغل میں आस-पास इर्द-गिर्द के बग़ल में
arrangement	انتظام انتظامات اِنْتِظام इंतिज़ाम
arrest	حراست حِراسَت حِراسَتو حِراسَتوں حِراسَتیں हिरासत
arrogance	ابھمان دم مان گھمنڈ अभिमान घमंड दम दुम मान
arrow	اسرار تیر سایو سایوں سایہ سایے سر तीर तेर सर साय साया सिर सिर्र सुर
arrowroot	اروی
arse	چوتر चूतर
arsenal	اسلحہ خانہ کارخانہ कारख़ाना
art	پیشہ पेशा
artichoke	اٹچوک
article	مضامین مضمون मज़मून
artificial	بناوٹی बनावटी
artist	کلاونت کلاونتو کلاونتوں कलावंत
artless	سرل सरल
as	اب او اِو سا کی طرح کی طَرَح अब इब इव ओ की तरह सा
ascend	آپ تم تم چَڑھاو تم چَڑھاو گی تم چَڑھاو گے تو تو چَڑھاے تو چَڑھاے گا تو چَڑھاے گی میں میں چَڑھاوں میں چَڑھاوں گا میں چَڑھاوں گی وہ وہ چَڑھایں وہ چَڑھایں گی وہ چَڑھایں گے وہ چَڑھاے وہ چَڑھاے گا وہ چَڑھاے گی چَڑھا چَڑھا رہا تھا چَڑھا رہا ہو چَڑھا رہا ہو گا چَڑھا رہا ہوتا چَڑھا رہا ہوں چَڑھا رہا ہوں گا چَڑھا رہا ہے چَڑھا رہی تھی چَڑھا رہی تھیں چَڑھا رہی ہو چَڑھا رہی ہو گی چَڑھا رہی ہوتی چَڑھا رہی ہوں چَڑھا رہی ہوں گی چَڑھا رہی ہیں چَڑھا رہی ہے چَڑھا رہے تھے چَڑھا رہے ہو چَڑھا رہے ہو گے چَڑھا رہے ہوتے چَڑھا رہے ہوں چَڑھا رہے ہوں گے چَڑھا رہے ہیں چَڑھا کر، چَڑھا کے چَڑھاا تھا چَڑھاا ہو چَڑھاا ہو گا چَڑھاا ہوتا چَڑھاا ہوں چَڑھاا ہوں گا چَڑھاا ہے چَڑھاتا چَڑھاتا تھا چَڑھاتا ہو چَڑھاتا ہو گا چَڑھاتا ہوتا چَڑھاتا ہوں چَڑھاتا ہوں گا چَڑھاتا ہے چَڑھاتی چَڑھاتی تھی چَڑھاتی تھیں چَڑھاتی ہو چَڑھاتی ہو گی چَڑھاتی ہوتی چَڑھاتی ہوں چَڑھاتی ہوں گی چَڑھاتی ہیں چَڑھاتی ہے چَڑھاتے چَڑھاتے تھے چَڑھاتے ہو چَڑھاتے ہو گے چَڑھاتے ہوتے چَڑھاتے ہوں چَڑھاتے ہوں گے چَڑھاتے ہیں چَڑھانا چَڑھانے چَڑھانے والا چَڑھاو چَڑھای چَڑھای تھی چَڑھای تھیں چَڑھای ہو چَڑھای ہو گی چَڑھای ہوتی چَڑھای ہوں چَڑھای ہوں گی چَڑھای ہیں چَڑھای ہے چَڑھایں، چَڑھائے چَڑھاے چَڑھاے تھے چَڑھاے ہو چَڑھاے ہو گے چَڑھاے ہوتے چَڑھاے ہوں چَڑھاے ہوں گے چَڑھاے ہیں چڑھانا ہم ہم چَڑھایں ہم چَڑھایں گی ہم چَڑھایں گے یہ चढ़ाना
ascending	ابھرتا ہوا उभरता हवा
ascetic	تپسوی جوگی جوگیو جوگیوں जोगी तपस्वी
ash	خاک راکھ ख़ाक राख
ashes	راکھ राख
asia	عراق عِراق فلسطین فِلِسْطِین مشرقی پاکستان مغربی پاکستان इराक़ फ़िलिस्तीन
aside	بغل بَغَل بَغَلو بَغَلوں بَغَلیں बग़ल
asinine	احمق
aspect	روپ طلعت طَلْعَت तलत रूप
aspiration	آرزو آرْزُوْ आरज़ू
ass	גַּדָּא גדא چوتر گدھا گدھو گدھوں گدھے گَدْھا गधा चूतर
assassin	قاتل قاتلو قاتلوں قاتِل क़ातिल
assault	آکرمن حملو حملوں حملہ حملے حَمْلَہ دنڈ وار आक्रमण दंड वार हमला
assemblage	اجتماع
assembly	سبھا محفل महफ़िल सभा
assent	قبول قُبُول क़बूल
assenting	مقبول مَقبُول मक़बूल
