adjective	بشیشنوں صفات
adjoin	اضافہ کرنا ملحقہ متصلہ لگا لاحِقہ
administration	انتظامیہ اِنْتِظامِیَہ راج راجـ حکومت نظامت نظام اِنتظام اِنتظامیہ پرشاسن مُنصرِمی
administrative	انتظامی اِنْتِظامی اِنتظامی
administrator	منتظموں ناظم سربراہ پربندھک داور مُہتمِم ناظِم نسقچی وِدھاتا
admission	داخلہ داخِلوں داخِلَہ داخِلہ داخِلے جرم پہنچ رسائ بھرتی پَیٹھ
admittance	داخلہ داخِلوں داخِلَہ داخِلہ داخِلے پہنچ
adolescence	جوانی اٹھتی اُٹھان
adopt	کرنا لے پالک اپنانا تکنا دھارنا گُزیں
adoration	بھکتی بھکتیاں بھکتیو بھکتیوں اُپاسنا آرادھن بندھن پُوجا عِبادت تعظیم
adorer	بھکت بھکتو بھکتوں بندہ سجّاد
adorn	النکرت مزین کرنا سجانا آراستہ بِراجنا پرداختہ پَیراستہ پھبنا تجہیز چم سِنگھارنا سُہانا نِگاریں بنانا
adornment	النکار آرائش بناؤ سنگھار پَیرائی ترصیع زیبائش زیبائی سجاوٹ سِنگھار نُزہت
adulterate	کھوٹا ملاوٹی ناقص ملاوٹ کرنا کپٹی آغشتہ
advance	آپ اتھان اُتّھان اُتّھانو اُتّھانوں بڑھ رہا تھا ہو ہوتا ہوں ہے رہی تھی تھیں گی گے ہوتی ہیں رہے تھے ہوتے کر، کے بڑھؤ بڑھئی بڑھئیں، بڑھئیے بڑھئے بڑھتا بڑھتی بڑھتے بڑھنا بڑھنے بڑھیا میں بڑھؤں وہ بڑھئیں ہم یہ ہراول دستہ پیش آگے کرنا بڑھانا چڑھتا چڑھتی چڑھنا مقدمہ
advantage	فائدہ فایدہ لابھ حصول جیت پہلو اِستفادہ اِفادہ اوت بڑَھوتری بِہتری بہرہ بھدرک جس لاہا لہنا دہ مزیت
adventurer	جوکھمی
advertisement	اشتہار اعلان اِشتہار مشہوری
advertising	اشتہار کاروبار
advice	رائے فکر ہدایت انتباہ کہا سنا مشورہ پیغام پنچایت صلاح مشاورت اُپدیش پَیغام تذکُّر تنبُّہ سِیکھ کہنا توجیہ تکمیل سبق
affair	باتوں باتیں مسئلہ معاملہ جھڑپ کام کاج کاروبار اُمُور آشنائی قِصّہ کار مُعاملہ امر
affect	اثر ریا کار ڈالنا بناوٹ جذبہ لگنا تاثر چلنا چُھونا بناوٹی
affection	اپدهانوں دیا محبتوں محبتیں مَہر مَہَر مُہر مِہر مِہِر مہر کام چاہ چاہت کیفیت لاگ لگاوٹ لگن پریت انس اُنس اُنسیت بھائو پروا پرِیت پریم پِیت چاہا چھو کِرپا لگّا لگاؤ موہ نِہہ نیہہ ہِت ہواداری
affectionate	مہربان پریمی چاہک مِہربان بامہر
affiliation	سمبندھ میل
affix	اضافہ اِضافَہ چسپاں باندھنا نتھی کرنا لاحقہ ضمیمہ جڑنا جمانا لاحِقہ لگی نِبندھ
affliction	بلاؤں بلائیں بلّوں بلّے بُلوں بُلے بِلوں بِلے تَکْلِیف تکلیف تکلیفو تکلیفوں تکلیفیں روگوں پیڑا کسر صدمہ ضرر روگو اندھیر بِگھن پِیڑ جُھکنی دُکھ دھاکا سنتاپ سوہان سِیاہی کرب کسالا کلبل کھید گھال
affluent	دھنی رواں بہتا ہوا زکا مُرفّہ تونگر
afghanistan	قرہ قَرَہ
afraid	سہمناک ڈرا ہوا ہراساں خائف خوفزدہ ترسیدہ خائِف سراسِیمہ سہما سہمی مُہتوِل ترساں
aftereffect	اثر
age	زمانہ ہونا عہد عرصہ سن ازمِنہ اعمار برسوں جُگ دہر سِن کال یُگ جنسیت
aged	بوڑھا مُعَمَّرَہ کہن پیر رسیدہ اُترا بُڈّھا بُوڑھا دیریں مُسِن
agency	ذریعہ ذَرِیعَہ آڑہت وسیلہ آڑھت وکالت پیشکاری
agent	ایجنٹ ایجنٹو ایجنٹوں فتنہ انگیز جاسوس کا رندہ کار نمائندہ پیش واسطہ وکیل سادھن عوامل فِرِستادہ کارِندہ گُماشتہ مُہرہ بسیٹ مختار
agitate	کرنا ہلچل ہلانا پھڑکنا دہلانا ہدرانا ہِلانا
agni	اگنی
agree	کرنا یَگانَہ یگانہ متفقہ ہونا پتیانا پٹنا چلو سمجھنا قائِل لڑنا مطابقت تفقہ سختہ
agreeable	میٹھا سوادو بکام بھاتا چارُو سُہاتا سُہانا طاب مُرتضیٰ مطبوع مُوجّہ
agreement	اتحادوں پَیج پَیجو پَیجوں پَیجیں پیج پیمان عہد ایکا ہم آہنگی نامہ ہامی میل جول ملاپ معاہدہ مفاہمت مطابقت قرینہ سمجھوتہ وعدہ بندی پرتِگّیا پِرَن تعہُّد چُکائی مُچلکہ مُعاہدہ مُفاہمت مِلاپ ہوڑ
ahead	آگے اگلا پہلے پیش سامنے اگاڑی پیشاپیش
aim	ارادہ نشانوں نشانہ نشانے لگانا کرنا ہدف مطلب سیدھ تاک اِچّھا اِرادہ پرتاب تک سِپّا سُرت سِیدھ عزائم گھات مطمح منورتھ نِشانہ ہِمّت
air	مَہر مَہَر مُہر مِہر مِہِر مہر ہوا ہواؤ ہواؤں ہوائیں ہَوَا ہُوا نَخْروں نَخْرے بیڑا فضائہ چہل حملہ ہوائ اکڑ چونچلا لوہ نخرہ لے پون اُصول اَینٹھ بائی بھُوت بھیس پوَن دھج دُھنی رِیح طرح لٹک لَے مڑک موکھا دُھن
aircraft	ہوائی جہاز
airplane	ہوائی جہاز
airport	ہوائی اڈہ ہَوائی اَڈَّہ ہوائ مطار
ajar	ادھ کھلا
alacrity	شَوْقوں چالاکی پھرتی پُھرتی مُستعِدی
alarm	بَھگْدَڑ بھگدڑ بھگدڑو بھگدڑوں بھگدڑیں دہشت ڈر بھیانک ڈراؤنا ہوش ڈرانا بجانا دغدغہ دھڑکا گڑ بڑ انتباہ خدشہ سہم اِنتباہ اِنتباہی بِچکانا بھبھر بھرمانا دھڑک کھلبلی گھبرا گھبراہٹ ہڑبڑی ہلچل ہَول تنبہ
albugo	پشپ پشپو پشپوں پُشْپ
alcohol	شرابوں شرابیں مے آتش الکُحل
alert	انتباہ انتباہو انتباہوں اِنْتِباہ ساودھان ہوش کرنا تنبیہ بے چاق چوکس چست ہوشیار آمادہ بِکٹ پُھرتیلا چابک چپل سانوٹا سُرتا مُستعِد ہُشیار چوکننا
alike	سمان ایک جیسا کُفُو ہمال ہمانا یکساں
alimony	مَہر مَہَر مُہر مِہر مِہِر مہر نفقہ نفَقہ
alive	زندہ جیتا جاگتا جِیتا جِیوَت زِندہ موجود
all	سب کل ایک خوامخواہ اچانک اچھا ٹھیک ہمہ ہر پورا اکھاّ سائِر سگری سمپُورن قاطِبہ کافّہ کُل مجموعہ ہمگی تمہ ستارہ اہم قاموسی
allergy	الرجیوں
alleyway	گَلِی گَلِیاں گَلِیو گَلِیوں
alliance	اتحادوں مترائی معاہدہ ناطہ ٹِپّس جتھا ڈانڈا سمبندھ سنگھٹن مُزاوجت ناتا سلامی رشتہ شِیرازہ
alligator	مگر گَھڑْیال گھڑیال نہنگ ناکا نکر نِہاکا
ally	ساتھی ساتھیو ساتھیوں متروں معاہدہ کرنا ظہیر پچھی حامی ظہِیر ناصِر بنانا
almost	او اِو ہاں
alm	بِھیک بِھیکو بِھیکوں بھیک زکات زکوٰۃ زکوۃ لنگر صدقہ باڑا بِھکشا پُن دِہش
alone	اَکیلا اَکیلَا اَکیلی اَکیلے اکیلا اکیلے تنہا اکَل اِکہرا اکیل ایک آوارہ ٹُٹروںٹُوں جرِید چھڑا چھڑی لُنڈا نہنگ
also	بھی ہم نے کو ہمارا ہماری ہمارے ہمیں بلکہ تتھا ھی
alternate	دوسرا دوسرو دوسروں دوسری دوسرے زاویہ متبادلہ مُتبادل
always	سنا نتیہ ہمیشہ دائماً ہمہ وقت ہرگز جم جنم دائم نِت ہموارہ
amatory	عشقیہ عشقیے عِشقیہ
amazed	حیران چَکِت چکت سیمہ بُھچک دہش دھک
amazement	آشچریہ حیرت تعجب اچنبھا اِستعجاب ٹِھٹھک دہش
amazing	آشچریہ بائِب
ambassador	راج راجـ بسیٹ فِرِستادہ
ambiguity	اشتباہ شبہہ اِشتباہ اِشکال پیچ پھیر اِبہام
ambiguous	اشتباہی مبہم پہلودار پیچیدہ لپیٹواں مُبہم مُتشابہ مُشتبہ
america	امریکہ
amine	کَھانِی کَھانِیاں کَھانِیو کَھانِیوں کھانی
ammunition	اسلحہ
amount	تعداد تعدادو تعدادوں تعدادیں مقدار پٹل پٹلو پٹلوں محاسبہ
ample	بَسوں بَسیں بہت فراواں کافی کثیر نہایت بھرپور کُشادہ مہا
amusement	تماشوں تماشہ تماشے تَماشَہ کیلِی کیلِیاں کیلِیو کیلِیوں کیلی لگی بِہار تفکُّہ لہو وِہار
an	ان انـ اِن ایک
analyst	تجزیہ کار کارو کاروں تَجْزِیَہ انالیسٹ
anathema	بددعاوں بددعایں
anatomy	کَٹی کٹی کٹیاں کٹیو کٹیوں
anchorperson	میزبان
ancient	پر پرانا قدیمہ دیرینہ پارینہ پرا چین پَر پُراتم پراچین پُورب دیریں سابِقہ سوابِق کُہن کُہنہ
anemic	پیلا
anger	آتِش جھانجھ جھان٘جھ جھان٘جھو جھان٘جھوں جھان٘جھیں غصّہ غصہ غَضَبوں پت حرارہ جلاپا پھن آتش برہمی بِھنّاٹا پِتّا تپ تِیہا جِن جھر جھل جھلاّہٹ چھو طنطنہ غُصّہ قہر کِرودھ کوپ کُھنّس مروڑ وٹ
angle	کس نے کا کو کسے کنھوں کنھیں کون کَون کُون کیا گوشہ کونا زاویہ کُھونٹ
angry	روٹھا غَضَبوں بھپرا ہوا بانکا بدمزہ برافروختہ برہم بِگڑا تِرچھا ٹیڑھا دُھواں سرگراں فرنٹ کِرودھی کڑوا کِھنچا گرمائی
anguish	پیڑا بے چینی کرب کوفت بیادھ پِیڑ ترح طپش رنجُوری
animal	جانور جانورو جانوروں جانْوَر کلنعام چوپایہ بہائم بہیم پشُو جناور جنمی جِیو
anise	اجوائن
anisette	اجوائن کی
anklet	کڑا بیڑی چھاگل پائل
annexation	اضافہ اِضافَہ قبضہ قَبْضَوں قَبْضَہ قَبْضَے اِضافہ اِنسلاک
annex	مقبوضہ مقبوضے جوڑنا کرنا شامل مَقْبُوضَہ متعلق
annihilate	ابھاو اَبھاو میٹنا نشٹ
anniversary	سالگرہ سالگرہو سالگرہوں سالگرہیں سالگِرَہ
annoyed	روٹھا آزردہ آزُردہ بانکا جِزبِز
another	دوسرا دوسرو دوسروں دوسری دوسرے اور آخر پر دُوجا دُوسرا ایک پُنر
answer	اُتر جواب جَوَاب جَوَابوں اِجابت اجوِبہ توڑ
ant	چینٹی چونٹی چونٹا چُوٹی چُونٹی چِیٹی چِینٹی چِینٹیاں چِیونٹی کِیڑی مور نمل
antarctica	انٹارکٹکا
ante	ادائی جنگ سے پہلے ادائ لگایا گیا داؤ
antidote	اتار اُتار توڑ بِکھما پادزہر مُہرہ
antioch	انطاکیہ
anus	چوت کُون
anxiety	اندیشہ چِنْتا اندوہ فکر غصہ کاہش کھٹکا پریشانی پرواہ اُلجھن اَوکلی پروا پڑی پھانس تڑپ تڑپن تفکُّر جنجال چکّر چِنتا چیٹک خدشہ خرخشہ دُھکدُھکی سندیہہ فِکر کھٹک ہم
any	کسی کوئی بہت سے بڑی مقدار میں کوئ کچھ کُچھ کِسی ہر
apart	الگ جدا جُدا اکیلا علیحدہ بائِب پرتھک چھڑا مفارقت
apathetic	اُدَاس بے پتھر مہر
apology	بنتیاں بنتیوں نامہ
apostle	فرشتہ انبیا
apparently	بظاہر ظاہری ظاہراً شکلاً ظاہِراً فہیم ظاہرہ تبدیل نظر ظاہر
apparition	سایوں سایہ سایے سرابوں پریت پریتو پریتوں چھایا بھوت بادھا خیال خیالہ ہیُولا
appearance	صورت صورتو صورتوں صورتیں صُورَت پرکاش ڈول دکھائ جلوہ پیکر رنگ ظہور اِحضار اُدے اشکال آبھاس بُشرہ بناوٹ پَیکر جُون دِکھائی دھج رنگت رُوپ رُوپنا سج صُورت قِیافہ کاٹھی کایا کِسوت کَینڈا نُمائش وجاہت ورن ہَیکل ہیُولا ظاہرات نمونہ مظ
appendage	اضافہ اِضافَہ لاحقہ ضمیمہ تتِمّہ تعلیقہ مُلحقہ
appetite	اشتہا اِشْتِہَا ببھکشا بُبُھکْشَا بُبُھکْشَاؤ بُبُھکْشَاؤں بُبُھکْشَائیں بُھوک بُھوکو بُھوکوں بُھوکیں بھوک کشدھا کْشُدَھا کْشُدَھاؤ کْشُدَھاؤں کْشُدَھائیں چاہت جوع اِشتہا آتما بھُوک پیٹ جُوع شرہ
applause	تالیاں تالیوں بڑائی جملوں پر تک پرخ
appoint	آپ لگاو گی گے لگاے لگا رہا تھا ہو ہوتا ہوں ہے رہی تھی تھیں ہوتی ہیں رہے تھے ہوتے کر، کے لگاا لگاتا لگاتی لگاتے لگانا لگانے لگای لگایں، لگائے میں لگاوں وہ لگایں ہم یہ مامور کردہ کرنا لگاہوا مامُور مُقرّرہ شدہ
appointment	تاریخوں تاریخیں نِیوگ وعدہ
apprehension	اندیشہ چِنْتا ڈر خام خیالی خدشہ خطرہ بھاونا بھَے پکڑائی پھسائو جان خطرے دغدغہ دہل دُھکدُھکی ڈبکا کھٹکا وسوسہ ہَول خیال
appropriate	ٹھیک کرنا لائق جوگا خاص مخصوص مَوزوں
april	اپریل
arc	دھنش چاپ کمان
arch	کمان ڈاٹ کمر
archaic	کبھو کَبُھو
archer	تیر چاپی
archery	تیر
ardor	شَوْقوں
arduous	کٹھن مشکل سانکری
area	زمینوں زمینیں علاقہ حلقہ رقبہ باڑا بھدر خِطّہ گھیر معمورہ
arisen	پیدا
arithmetic	حِسابو حِسابوں سِیاق
arm	اسلحہ سلاح ہتھیار باندھنا کمر بانہ ہاتھ بانہہ باہو بُھجا حربہ سِلاح
armlet	انگد ٹانڈ
armor	سلاح
armpit	بَغَلوں بَغَلیں جناح کانکھ
army	جیش جیوش فوجو فوجوں فوجیں پڑاؤ کمر عسکر لشکر سپاہ اُردو جُند دھاری سِپاہ مواکِب مَوکِب
around	پاس کے میں پرے دےر چور پھیر پیر
arrangement	انتظام انتظامات اِنْتِظام نظام قرینہ ترتیب اُسلُوب اِنتظام اِہتمام آرائش آرائی بندی پربندھ پھرچھا تُزک تسوِیہ تعبیہ تمہید سجاوٹ سِلسلہ نِظام نِظامت
arrest	حِراسَتوں حِراسَتیں کرنا جا نظر بندی پکڑ باندھنا پکڑدھکڑ پکڑنا پہرا پھنسائو دھرا دھرنا
arrogance	ابھمان گھمنڈ اینٹھ نشہ تکببر ابِھمان اپھر اکڑ اَینٹھ آہنکار پرواز تفرہ تکبُّر تمک تُنپُھن ٹِپّس دمبھ زُعم مُباہات مدھ مِرزائی
arrow	تیر سایوں سایہ سایے ناوک تِیر سِہام سہم
arse	چوتر گانڈ
arsenal	اسلحہ خانہ کارخانہ
art	پیشہ ہنر کاری کمال کرتب کسب بناوری دھی ڈھب ڈھنگ صنائع کلا ہُنر
artichoke	اٹچوک
article	مضامین چیز مقالہ شئے ادات جِنس چِیز شَے
artificial	بناوٹی پرتصنوع ساختہ سنسکرِت نُمائشی
artist	کلاونت کلاونتو کلاونتوں مصور کار
artless	سرل بے ساختہ سیدھا الّھڑ بودلہ بھولا بھوندو سادہ سنکھ نِرچھل
as	اب او اِو کی طرح میں جوں جیسا جون تیسا مزید براں جُوں جَیسا جَیسے جِیُوں چُوں چُونکہ چِہ کذائی کما کواس
ascend	آپ چَڑھاو گی گے چَڑھاے میں چَڑھاوں وہ چَڑھایں چَڑھا رہا تھا ہو ہوتا ہوں ہے رہی تھی تھیں ہوتی ہیں رہے تھے ہوتے کر، کے چَڑھاا چَڑھاتا چَڑھاتی چَڑھاتے چَڑھانا چَڑھانے چَڑھای چَڑھایں، چَڑھائے چڑھانا ہم یہ ابھرتا ہوا چڑھتا چڑھنا اوپر اُٹھتا بِلنگنا
ascetic	جوگی جوگیو جوگیوں ناسک زاہد تپسّی جتی رِیاضتی زاہِد زُہّاد سادھ یوگی تاپس
ash	خاک راکھ خاکستر پیٹھا اشہب بھسم چھار
asia	مشرقی پاکستان
aside	بَغَلوں بَغَلیں بہ جدا گانہ کانا پھونی کھس پھسی
ass	چوتر گدھا گدھو گدھوں گدھے گَدْھا اندازہ لگانا انکرُالاصوات گانڈ
assassin	قاتلوں ہتیارا
assault	آکرمن حملوں حملہ حملے حَمْلَہ دنڈ کوب ڈپٹنا دھاوا کرنا چڑھائ ڈپٹ حربہ دھاڑ یورش تکان ٹُوٹنا جھپٹنا چڑھ چُھوٹنا حلّہ خُروج دپٹنا ہال ہجم ہُمکنا یُورِش
assembly	سبھا جھومر اکھاڑا جٹلا جلسہ جُھرمٹ جُھومر حلقہ سماج گوٹ منڈلی ندوہ
assertion	پرتِگّیا پرتِگّیاؤ پرتِگّیاؤں پرتِگّیائیں پرتگیا اعلان دعویٰ
assertiveness	ہماہمی بندی
asset	قبضہ قَبْضَوں قَبْضَہ قَبْضَے جائداد موجودات سرمایہ اثاثہ اڑیوا جائِداد کالا نِکاسی
assistance	نُصرَتوں نُصرَتیں پلا سہارا تائید یاوری تعاوُن ٹیک سہائے سہایتا شہ کُمک مُساعدہ مُعاونت
associate	شامل شامِل ہم ساجھی ساتھی ظہیر آڑی بھارجا سنگاتی ظہِیر گوہاری مِلاپی مِلے وابستہ ہمال
association	سبھا ساجھا خُلطہ ساہِتیہ سماج سنجوگ سنگھ سنگھٹن مُساہمت ندوہ رابطہ معاہدہ
assurance	پرتِگّیا پرتِگّیاؤ پرتِگّیاؤں پرتِگّیائیں پرتگیا دہانی بچن بھروسا تعہُّد نِگم وعدہ ہامی ہاں
astonish	چَکِت چکت مبہوت حیرت میں ڈالنا آسیمہ بچّھک بُھچک بُھچکانا بھَوچکّا بھَونچکّا جھبکانا چکتِ دہش دہم دھک شیفتہ مبہُوت مُستہام والہ ہائم
astonishing	آشچریہ ادبھت تعجب بائِب چمتکاری
astonishment	اچنبھا حیرت تعجب اِستعجاب اِندہاش چمتکار دہش
astrology	دھنش متھن میش کیکڑا جوتش جیوتِش نُجُوم
astronomy	سانڈ فلکیات کمبھ کُمْبھ ہئیت ہَیئت
asylum	پناہ ٹھکانا چھتر حِرز مفر
at	پر پہ اٹکل پچو بے سوچے سمجھے پہلے میں پاس بھاگا ہوا آخر کار کے چٹ پلک جھپکاتے پٹ سرے سے سمے پَر اُوپر تئیں کنے کو رہا تھا
atheist	دہریہ ناسْتِکوں منکر چارواک ملاحِدہ
atheistic	ناسْتِکوں امت
atom	جوہر جوہرو جوہروں ذرّو ذرّوں ذرّہ ذرّے ذرہ شمہ پرمانڑو جَوہر شمّہ
atonement	اصلاح کفارہ صفائ پرائشچت چُھٹکارا کفّارہ
atrocity	اتیا اکاج جبر
attach	آپ لگاو گی گے لگاے لگا رہا تھا ہو ہوتا ہوں ہے رہی تھی تھیں ہوتی ہیں رہے تھے ہوتے کر، کے لگاا لگاتا لگاتی لگاتے لگانا لگانے لگای لگایں، لگائے میں لگاوں وہ لگایں ہم یہ جڑا متعلقہ منسلکہ پچی پختہ شامل وابستہ اٹکانا جوڑنا نتھی کرنا الجھانا جڑنا پِچّی جُڑا لازِب لاگُو لگاہوا لگی مِلے مُنسلک نتّھی ہِلا
attack	آکرمن حملوں حملہ حملے حَمْلَہ چھاپا ڈپٹنا دھاوا کرنا لپکنا پڑنا ٹوٹ یورش چڑھائ حربہ پِلنا تکان ٹُوٹنا چڑھ چڑھانا چڑھائی چڑھنا خُروج دپٹ دپٹنا دھاونا ہال ہُجوم ہلّا ہلّہ ہُمکنا ہُول
attempt	کوشِش کرنا کوش کوشاں مُرتکب
attendance	موجودگی موجودگیاں موجودگیو موجودگیوں حضوری شرکاء اِحضار ٹہل موجودیت درجہ نوکری
attendant	منڈا مُنْڈا مُنْڈو مُنْڈوں مُنْڈی مُنْڈے ملازم خادِم تلَینڈُو چاکر حاشِیہ نَوکر
attention	انتباہ انتباہو انتباہوں اِنْتِباہ دھیان متوجہ توجہ اِہتمام پروا توجُّہ چِت چِنتا دِھیان سُدھ سُرت سُنوائی شِنوائی کان لاگ مُنھ نِگاہ
attentive	ساودھان چرپھرا دِھیانی سُچیت مُتوجِّہ ہوشیار
attire	لباسوں پوشاک پوشَاک پہناوا پَیراہن کِسوت
attitude	رویئوں رویئہ رویئے رویّوں رویّہ رویّے رویہ رَوَیَّہ ٹھاٹ دھج تکبر تکریم
attraction	متوجہ رنگ جاذِبیّت جذب دِلاویزی کہرُبائی کِھچاوٹ کھینچ لُبھاؤ نمک جاذبیت
attribute	صفات کام کرنا خاصیت جس خُصوصیّت محمولہ
augment	اضافہ کرنا اِضافَہ مزید بڑا پھیلانا پھلانا افزوں بڑھانا
augmentation	افزائش افزائشو افزائشوں افزائشیں بادھا بڑھتی بڑھنت تکثیر زوائِد
auspicious	شبھ خُجِستہ دھنِّیہ سُبھ سَوبھاگی شُبھ فرخُندہ ہُمایوں
authentic	اصلی جائز پکا پروان مُبرہن
author	لیکھک لیکھکو لیکھکوں ادیب
authorisation	اِجازَتوں اِجازَتیں
authority	ادھکار اقتدار اقتدارات اقتدارو اقتداروں اَدِھکَارْ پروانگی پروانہ ہاتھ ہیکڑی حکومت مجتہد قابو اِختیار ادِھکار ادِھکاری ادِھیکار افسری اِقتدار پِیری تحکُّم تمکُّن چھوڑنا حُکّام حُکومت دبائو ڈب سامرتھ سرکار سطوت سِکّہ مُقتدرہ مُکنت مہابت وجاہت تاج بالاچاق تمکَنت
automatic	اَپنے آپ اپنے
autumn	خزاؤں خزائیں خزاں پت جھڑ پائز خریف خِزاں دَے
available	اپلبدھ موجود آمادہ مَوجود مُہیّا
